% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 791.21)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 789.17)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 789.63)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:50 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 791.65)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 800.94)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 800.12)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 809.60)     ---   (  ---  )     ---
         300    64    64    63     91.44 (   0.21)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Mon Aug 26 20:07:49 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 820.60)     ---   (  ---  )     ---
         300    64    64    63     92.83 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     95.51 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     95.51 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     97.02 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     95.05 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     94.60 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     85.25 (   0.22)     ---   (  ---  )     ---
         300    96    96    95    355.40 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    365.66 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    375.15 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    385.62 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    387.59 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    385.13 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    377.48 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    373.76 (   0.19)     ---   (  ---  )     ---
         300   128   128   127    678.34 (   0.25)     ---   (  ---  )     ---
         300   128   128   127    694.98 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    730.84 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    670.00 (   0.25)     ---   (  ---  )     ---
         300   128   128   127    734.63 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    736.93 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    664.34 (   0.25)     ---   (  ---  )     ---
         300   128   128   127    718.24 (   0.24)     ---   (  ---  )     ---
         300   160   160   159   1012.63 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1003.10 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1081.11 (   0.28)     ---   (  ---  )     ---
         300   160   160   159   1073.85 (   0.28)     ---   (  ---  )     ---
         300   160   160   159   1006.26 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1084.78 (   0.28)     ---   (  ---  )     ---
         300   160   160   159   1037.27 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1006.26 (   0.30)     ---   (  ---  )     ---
         300   192   192   191   1450.90 (   0.38)     ---   (  ---  )     ---
         300   192   192   191   1467.56 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1503.02 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1499.11 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1524.94 (   0.36)     ---   (  ---  )     ---
         300   192   192   191   1519.90 (   0.36)     ---   (  ---  )     ---
         300   192   192   191   1482.69 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1482.69 (   0.37)     ---   (  ---  )     ---
         300   224   224   223   1698.77 (   0.45)     ---   (  ---  )     ---
         300   224   224   223   1732.67 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1802.68 (   0.42)     ---   (  ---  )     ---
         300   224   224   223   1789.63 (   0.43)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1732.67 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   256   256   255   2179.96 (   0.61)     ---   (  ---  )     ---
         300   256   256   255   2216.16 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2234.72 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2231.16 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2257.22 (   0.59)     ---   (  ---  )     ---
