Start time: 1725078074
MPI Initialized         : MPI_THREAD_FUNNELED
Copyright (c) 2016
Lawrence Livermore National Security, LLC
All Rights Reserved
Quicksilver Version     : 2023-Aug-18-15:12:10
Quicksilver Git Hash    : eb68bb8d6fc53de1f65011d4e79ff2ed0dd60f3b
MPI Version             : 3.1
Number of MPI ranks     : 4096
Number of OpenMP Threads: 3
Number of OpenMP CPUs   : 3

Simulation:
   dt: 2e-09
   fMax: 0.1
   inputFile: /opt/quicksilver/Examples/CORAL2_Benchmark/Problem1/Coral2_P1.inp
   energySpectrum: 
   boundaryCondition: reflect
   loadBalance: 0
   cycleTimers: 0
   debugThreads: 0
   lx: 256
   ly: 128
   lz: 128
   nParticles: 1342117280
   batchSize: 0
   nBatches: 10
   nSteps: 100
   nx: 256
   ny: 128
   nz: 128
   seed: 1029384756
   xDom: 16
   yDom: 16
   zDom: 16
   eMax: 20
   eMin: 1e-09
   nGroups: 230
   lowWeightCutoff: 0.001
   bTally: 1
   fTally: 1
   cTally: 1
   coralBenchmark: 1
   crossSectionsOut:

Geometry:
   material: sourceMaterial
   shape: brick
   xMax: 10000
   xMin: 0
   yMax: 10000
   yMin: 0
   zMax: 10000
   zMin: 0

Material:
   name: sourceMaterial
   mass: 12.011
   nIsotopes: 20
   nReactions: 9
   sourceRate: 1e+10
   totalCrossSection: 1.5
   absorptionCrossSection: flat
   fissionCrossSection: flat
   scatteringCrossSection: flat
   absorptionCrossSectionRatio: 0.04
   fissionCrossSectionRatio: 0.05
   scatteringCrossSectionRatio: 1

CrossSection:
   name: flat
   A: 0
   B: 0
   C: 0
   D: 0
   E: 1
   nuBar: 1.6
Building partition 0
done building
Building MC_Domain 0
Finished initMesh
cycle           start       source           rr        split       absorb      scatter      fission      produce      collisn       escape       census      num_seg   scalar_flux      cycleInit  cycleTracking  cycleFinalize
       0            0    130023424            0   1212086758    273220839   6830666802    341517797    546422415   7445405438            0   1273793961  16164634455  3.005553e+08   2.650800e-02   2.054637e+00   6.960000e-04
       1   1273793961    130023424     61686353            0    479340335  11982986439    599142265    958607330  13061469039            0   1222255762  27345318268  8.229153e+08   2.783300e-02   3.557838e+00   2.142000e-03
       2   1222255762    130023424     10160214            0    457769473  11445208812    572267664    915619837  12475245949            0   1227701672  26178213453  1.272664e+09   2.853100e-02   3.411784e+00   2.473000e-03
       3   1227701672    130023424     15609056            0    450017625  11250614304    562530444    900044579  12263162373            0   1229612550  25756030539  1.673311e+09   2.498200e-02   3.400731e+00   2.188000e-03
       4   1229612550    130023424     17510880            0    446122045  11152493412    557626269    892210466  12156241726            0   1230587246  25543128841  2.034564e+09   2.542700e-02   3.341898e+00   2.699000e-03
       5   1230587246    130023424     18496633            0    443788812  11095357040    554769706    887627239  12093915558            0   1231182758  25419019059  2.362246e+09   2.716200e-02   3.300996e+00   2.236000e-03
       6   1231182758    130023424     19091796            0    442309385  11058281797    552902565    884652489  12053493747            0   1231554925  25338499438  2.660296e+09   2.694600e-02   3.292451e+00   3.052000e-03
       7   1231554925    130023424     19450476            0    441330749  11032847190    551654781    882659901  12025832720            0   1231802244  25283394162  2.932251e+09   2.651500e-02   3.337312e+00   2.964000e-03
       8   1231802244    130023424     19706479            0    440580053  11014336343    550704630    881136831  12005621026            0   1231971337  25243126209  3.180280e+09   3.101800e-02   3.293203e+00   2.394000e-03
       9   1231971337    130023424     19880184            0    440019949  10999873141    549990493    880007814  11989883583            0   1232111949  25211931809  3.406780e+09   2.510800e-02   3.317247e+00   2.252000e-03
      10   1232111949    130023424     20017689            0    439536076  10989471193    549458849    879136646  11978466118            0   1232259405  25189192792  3.614163e+09   2.585700e-02   3.334691e+00   2.727000e-03
      11   1232259405    130023424     20168818            0    439238605  10980481705    549017718    878428268  11968738028            0   1232285956  25169684528  3.803868e+09   2.598000e-02   3.341896e+00   2.412000e-03
      12   1232285956    130023424     20194641            0    438929885  10973392406    548631411    877804885  11960953702            0   1232358328  25154064287  3.977181e+09   2.724600e-02   3.271733e+00   2.560000e-03
      13   1232358328    130023424     20261978            0    438708675  10967321111    548383262    877414520  11954413048            0   1232442357  25141292510  4.136070e+09   2.564800e-02   3.299563e+00   1.851000e-03
      14   1232442357    130023424     20350304            0    438482535  10962521164    548138764    877028036  11949142463            0   1232522214  25130791405  4.281504e+09   2.641500e-02   3.258321e+00   1.963000e-03
      15   1232522214    130023424     20427087            0    438344073  10958481110    547906312    876665243  11944731495            0   1232533409  25121871314  4.415009e+09   2.583700e-02   3.329782e+00   2.724000e-03
      16   1232533409    130023424     20446840            0    438155012  10954641809    547719090    876347255  11940515911            0   1232583146  25113534837  4.537132e+09   2.614600e-02   3.319287e+00   2.122000e-03
      17   1232583146    130023424     20487589            0    438060702  10951618385    547542801    876087930  11937221888            0   1232603408  25107088200  4.649232e+09   2.677700e-02   3.312146e+00   2.186000e-03
      18   1232603408    130023424     20504112            0    437965449  10948868228    547472015    875958512  11934305692            0   1232643768  25101215453  4.751818e+09   2.539300e-02   3.290914e+00   3.469000e-03
