% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 793.38)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 791.31)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 799.70)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 792.14)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 810.44)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 812.36)     ---   (  ---  )     ---
         300    64    64    63     94.15 (   0.20)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 821.89)     ---   (  ---  )     ---
         300    64    64    63     92.83 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     97.02 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     93.15 (   0.20)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 830.74)     ---   (  ---  )     ---
         300    64    64    63     92.72 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     95.62 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     91.86 (   0.21)     ---   (  ---  )     ---
         300    64    64    63     87.60 (   0.22)     ---   (  ---  )     ---
         300    96    96    95    375.15 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    369.67 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    393.61 (   0.18)     ---   (  ---  )     ---
         300    96    96    95    349.67 (   0.21)     ---   (  ---  )     ---
         300    96    96    95    371.48 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    389.07 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    357.07 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    379.36 (   0.19)     ---   (  ---  )     ---
         300   128   128   127    706.07 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    652.10 (   0.26)     ---   (  ---  )     ---
         300   128   128   127    734.63 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    697.72 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    715.34 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    743.89 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    709.60 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    718.97 (   0.23)     ---   (  ---  )     ---
         300   160   160   159   1027.27 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1015.85 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1051.77 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1015.85 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1058.74 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1027.27 (   0.30)     ---   (  ---  )     ---
         300   160   160   159    983.81 (   0.31)     ---   (  ---  )     ---
         300   160   160   159   1085.70 (   0.28)     ---   (  ---  )     ---
         300   192   192   191   1443.62 (   0.38)     ---   (  ---  )     ---
         300   192   192   191   1503.02 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1487.48 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1459.18 (   0.38)     ---   (  ---  )     ---
         300   192   192   191   1490.37 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1499.11 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1462.89 (   0.38)     ---   (  ---  )     ---
         300   192   192   191   1536.13 (   0.36)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1768.93 (   0.43)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1724.30 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1777.74 (   0.43)     ---   (  ---  )     ---
         300   224   224   223   1657.57 (   0.46)     ---   (  ---  )     ---
         300   224   224   223   1748.71 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1781.68 (   0.43)     ---   (  ---  )     ---
         300   256   256   255   2219.67 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2238.29 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2223.20 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2219.67 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2238.29 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2194.47 (   0.61)     ---   (  ---  )     ---
         300   256   256   255   2269.10 (   0.59)     ---   (  ---  )     ---
         300   256   256   255   2219.67 (   0.60)     ---   (  ---  )     ---
         300   288   287   287   2546.92 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2550.88 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2521.13 (   0.78)     ---   (  ---  )     ---
         300   288   287   287   2537.48 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2577.28 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2492.83 (   0.79)     ---   (  ---  )     ---
         300   288   287   287   2550.09 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2508.82 (   0.78)     ---   (  ---  )     ---
         300   320   320   319   2715.38 (   0.93)     ---   (  ---  )     ---
         300   320   320   319   2759.34 (   0.91)     ---   (  ---  )     ---
         300   320   320   319   2724.49 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2741.45 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2750.72 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2781.13 (   0.91)     ---   (  ---  )     ---
         300   320   320   319   2735.77 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2691.87 (   0.94)     ---   (  ---  )     ---
         300   352   350   351   2900.79 (   1.13)     ---   (  ---  )     ---
         300   352   350   351   3012.35 (   1.09)     ---   (  ---  )     ---
         300   352   350   351   2968.89 (   1.11)     ---   (  ---  )     ---
         300   352   350   351   2990.79 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   2998.59 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   3001.20 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   2984.96 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   2974.01 (   1.11)     ---   (  ---  )     ---
         300   384   382   383   3063.80 (   1.34)     ---   (  ---  )     ---
         300   384   382   383   3156.09 (   1.30)     ---   (  ---  )     ---
         300   384   382   383   3117.16 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3138.80 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3150.88 (   1.30)     ---   (  ---  )     ---
         300   384   382   383   3136.51 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3103.08 (   1.32)     ---   (  ---  )     ---
         300   384   382   383   3119.42 (   1.31)     ---   (  ---  )     ---
         300   416   416   414   3161.08 (   1.64)     ---   (  ---  )     ---
         300   416   416   414   3239.59 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3207.63 (   1.62)     ---   (  ---  )     ---
         300   416   416   414   3165.21 (   1.64)     ---   (  ---  )     ---
         300   416   416   414   3238.14 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3240.07 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3184.18 (   1.63)     ---   (  ---  )     ---
         300   416   416   414   3106.09 (   1.67)     ---   (  ---  )     ---
         300   448   448   446   3287.92 (   1.97)     ---   (  ---  )     ---
         300   448   448   446   3405.08 (   1.90)     ---   (  ---  )     ---
         300   448   448   446   3380.48 (   1.91)     ---   (  ---  )     ---
         300   448   448   446   3361.22 (   1.92)     ---   (  ---  )     ---
         300   448   448   446   3355.81 (   1.93)     ---   (  ---  )     ---
         300   448   448   446   3377.11 (   1.92)     ---   (  ---  )     ---
         300   448   448   446   3345.47 (   1.93)     ---   (  ---  )     ---
         300   448   448   446   3369.56 (   1.92)     ---   (  ---  )     ---
         300   480   480   479   3428.56 (   2.33)     ---   (  ---  )     ---
         300   480   480   479   3541.13 (   2.25)     ---   (  ---  )     ---
         300   480   480   479   3522.48 (   2.26)     ---   (  ---  )     ---
         300   480   480   479   3487.21 (   2.29)     ---   (  ---  )     ---
         300   480   480   479   3501.09 (   2.28)     ---   (  ---  )     ---
         300   480   480   479   3544.51 (   2.25)     ---   (  ---  )     ---
         300   480   480   479   3474.89 (   2.29)     ---   (  ---  )     ---
         300   480   480   479   3506.96 (   2.27)     ---   (  ---  )     ---
         300   512   512   511   3554.96 (   3.04)     ---   (  ---  )     ---
         300   512   512   511   3658.40 (   2.96)     ---   (  ---  )     ---
         300   512   512   511   3690.82 (   2.93)     ---   (  ---  )     ---
         300   512   512   511   3609.81 (   3.00)     ---   (  ---  )     ---
         300   512   512   511   3563.05 (   3.04)     ---   (  ---  )     ---
         300   512   512   511   3695.93 (   2.93)     ---   (  ---  )     ---
         300   512   512   511   3596.37 (   3.01)     ---   (  ---  )     ---
         300   512   512   511   3619.31 (   2.99)     ---   (  ---  )     ---
START OF JOBSPEC
