% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 793.15)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 789.53)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 789.07)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 789.64)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 788.99)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 801.23)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 810.73)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 801.85)     ---   (  ---  )     ---
         300    64    64    63     90.50 (   0.21)     ---   (  ---  )     ---
         300    64    64    63     93.26 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     97.50 (   0.19)     ---   (  ---  )     ---
         300    64    64    63     93.70 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     98.59 (   0.19)     ---   (  ---  )     ---
         300    64    64    63     94.15 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     96.55 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     97.02 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    353.33 (   0.21)     ---   (  ---  )     ---
         300    96    96    95    371.48 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    387.09 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    377.01 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    385.13 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    369.67 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    363.91 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    391.58 (   0.19)     ---   (  ---  )     ---
         300   128   128   127    634.57 (   0.27)     ---   (  ---  )     ---
         300   128   128   127    703.96 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    730.84 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    747.82 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    709.60 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    697.72 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    673.18 (   0.25)     ---   (  ---  )     ---
         300   128   128   127    753.39 (   0.22)     ---   (  ---  )     ---
         300   160   160   159    986.09 (   0.31)     ---   (  ---  )     ---
         300   160   160   159   1050.91 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1009.44 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1058.74 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1023.16 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1016.66 (   0.30)     ---   (  ---  )     ---
         300   160   160   159   1062.25 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1070.25 (   0.28)     ---   (  ---  )     ---
         300   192   192   191   1424.85 (   0.39)     ---   (  ---  )     ---
         300   192   192   191   1499.11 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1466.62 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1510.92 (   0.36)     ---   (  ---  )     ---
         300   192   192   191   1421.33 (   0.39)     ---   (  ---  )     ---
         300   192   192   191   1478.87 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1495.21 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1523.93 (   0.36)     ---   (  ---  )     ---
         300   224   224   223   1636.46 (   0.47)     ---   (  ---  )     ---
         300   224   224   223   1752.52 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1728.94 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1785.65 (   0.43)     ---   (  ---  )     ---
         300   224   224   223   1721.53 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1714.18 (   0.45)     ---   (  ---  )     ---
         300   224   224   223   1765.04 (   0.43)     ---   (  ---  )     ---
         300   224   224   223   1785.65 (   0.43)     ---   (  ---  )     ---
         300   256   256   255   2216.16 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2193.61 (   0.61)     ---   (  ---  )     ---
         300   256   256   255   2227.61 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2238.29 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2224.08 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2264.52 (   0.59)     ---   (  ---  )     ---
         300   256   256   255   2208.30 (   0.61)     ---   (  ---  )     ---
         300   256   256   255   2257.22 (   0.59)     ---   (  ---  )     ---
         300   288   287   287   2518.04 (   0.78)     ---   (  ---  )     ---
         300   288   287   287   2537.48 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2563.61 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2543.77 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2574.86 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2567.62 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2567.62 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2546.92 (   0.77)     ---   (  ---  )     ---
         300   320   320   319   2730.12 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2709.12 (   0.93)     ---   (  ---  )     ---
         300   320   320   319   2781.13 (   0.91)     ---   (  ---  )     ---
         300   320   320   319   2747.86 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2680.26 (   0.94)     ---   (  ---  )     ---
         300   320   320   319   2753.59 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2750.72 (   0.92)     ---   (  ---  )     ---
         300   320   320   319   2697.37 (   0.93)     ---   (  ---  )     ---
         300   352   350   351   2942.27 (   1.12)     ---   (  ---  )     ---
         300   352   350   351   3009.72 (   1.09)     ---   (  ---  )     ---
         300   352   350   351   2890.45 (   1.14)     ---   (  ---  )     ---
         300   352   350   351   2995.34 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   2952.35 (   1.11)     ---   (  ---  )     ---
         300   352   350   351   3012.35 (   1.09)     ---   (  ---  )     ---
         300   352   350   351   2963.78 (   1.11)     ---   (  ---  )     ---
         300   352   350   351   2955.52 (   1.11)     ---   (  ---  )     ---
         300   384   382   383   3084.70 (   1.33)     ---   (  ---  )     ---
         300   384   382   383   3156.09 (   1.30)     ---   (  ---  )     ---
         300   384   382   383   3110.39 (   1.32)     ---   (  ---  )     ---
         300   384   382   383   3136.51 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3148.58 (   1.30)     ---   (  ---  )     ---
         300   384   382   383   3125.10 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3165.98 (   1.29)     ---   (  ---  )     ---
         300   384   382   383   3141.67 (   1.30)     ---   (  ---  )     ---
         300   416   416   414   3155.58 (   1.65)     ---   (  ---  )     ---
         300   416   416   414   3209.52 (   1.62)     ---   (  ---  )     ---
         300   416   416   414   3199.62 (   1.62)     ---   (  ---  )     ---
