% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 790.93)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 792.58)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:24 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 790.34)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 800.78)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 799.89)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 800.35)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 812.21)     ---   (  ---  )     ---
         300    64    64    63     97.50 (   0.19)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 832.77)     ---   (  ---  )     ---
         300    64    64    63     91.86 (   0.21)     ---   (  ---  )     ---
         300    64    64    63     92.39 (   0.20)     ---   (  ---  )     ---
         300    64    64    63     97.98 (   0.19)     ---   (  ---  )     ---
         300    64    64    63     89.28 (   0.21)     ---   (  ---  )     ---
         300    64    64    63     83.37 (   0.23)     ---   (  ---  )     ---
         300    64    64    63     97.62 (   0.19)     ---   (  ---  )     ---
         300    64    64    63     94.60 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    377.48 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    362.18 (   0.20)     ---   (  ---  )     ---
         300    96    96    95    400.35 (   0.18)     ---   (  ---  )     ---
         300    96    96    95    377.48 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    389.07 (   0.19)     ---   (  ---  )     ---
         300    96    96    95    331.01 (   0.22)     ---   (  ---  )     ---
         300    96    96    95    394.12 (   0.18)     ---   (  ---  )     ---
         300    96    96    95    377.48 (   0.19)     ---   (  ---  )     ---
         300   128   128   127    694.98 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    750.20 (   0.23)     ---   (  ---  )     ---
         300   128   128   127    700.48 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    664.96 (   0.25)     ---   (  ---  )     ---
         300   128   128   127    718.24 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    706.07 (   0.24)     ---   (  ---  )     ---
         300   128   128   127    754.19 (   0.22)     ---   (  ---  )     ---
         300   128   128   127    727.84 (   0.23)     ---   (  ---  )     ---
         300   160   160   159   1055.24 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1065.80 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1026.45 (   0.30)     ---   (  ---  )     ---
         300   160   160   159    971.11 (   0.31)     ---   (  ---  )     ---
         300   160   160   159   1077.47 (   0.28)     ---   (  ---  )     ---
         300   160   160   159   1033.92 (   0.29)     ---   (  ---  )     ---
         300   160   160   159   1109.24 (   0.27)     ---   (  ---  )     ---
         300   160   160   159   1073.85 (   0.28)     ---   (  ---  )     ---
         300   192   192   191   1466.62 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1537.16 (   0.36)     ---   (  ---  )     ---
         300   192   192   191   1471.31 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1487.48 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1533.06 (   0.36)     ---   (  ---  )     ---
         300   192   192   191   1571.81 (   0.35)     ---   (  ---  )     ---
         300   192   192   191   1466.62 (   0.37)     ---   (  ---  )     ---
         300   192   192   191   1527.97 (   0.36)     ---   (  ---  )     ---
         300   224   224   223   1805.72 (   0.42)     ---   (  ---  )     ---
         300   224   224   223   1832.50 (   0.42)     ---   (  ---  )     ---
         300   224   224   223   1744.91 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1824.18 (   0.42)     ---   (  ---  )     ---
         300   224   224   223   1740.18 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1827.29 (   0.42)     ---   (  ---  )     ---
         300   224   224   223   1737.36 (   0.44)     ---   (  ---  )     ---
         300   224   224   223   1716.93 (   0.45)     ---   (  ---  )     ---
         300   256   256   255   2257.22 (   0.59)     ---   (  ---  )     ---
         300   256   256   255   2319.82 (   0.58)     ---   (  ---  )     ---
         300   256   256   255   2216.16 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2303.61 (   0.58)     ---   (  ---  )     ---
         300   256   256   255   2223.20 (   0.60)     ---   (  ---  )     ---
         300   256   256   255   2319.82 (   0.58)     ---   (  ---  )     ---
         300   256   256   255   2190.18 (   0.61)     ---   (  ---  )     ---
         300   256   256   255   2257.22 (   0.59)     ---   (  ---  )     ---
         300   288   287   287   2591.10 (   0.76)     ---   (  ---  )     ---
         300   288   287   287   2630.08 (   0.74)     ---   (  ---  )     ---
         300   288   287   287   2534.35 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2625.88 (   0.75)     ---   (  ---  )     ---
         300   288   287   287   2554.05 (   0.77)     ---   (  ---  )     ---
         300   288   287   287   2615.85 (   0.75)     ---   (  ---  )     ---
         300   288   287   287   2511.88 (   0.78)     ---   (  ---  )     ---
         300   288   287   287   2521.13 (   0.78)     ---   (  ---  )     ---
         300   320   320   319   2809.22 (   0.90)     ---   (  ---  )     ---
         300   320   320   319   2808.47 (   0.90)     ---   (  ---  )     ---
         300   320   320   319   2723.78 (   0.93)     ---   (  ---  )     ---
         300   320   320   319   2757.18 (   0.91)     ---   (  ---  )     ---
         300   320   320   319   2723.78 (   0.93)     ---   (  ---  )     ---
         300   320   320   319   2757.18 (   0.91)     ---   (  ---  )     ---
         300   320   320   319   2706.35 (   0.93)     ---   (  ---  )     ---
         300   320   320   319   2778.20 (   0.91)     ---   (  ---  )     ---
         300   352   350   351   3031.57 (   1.08)     ---   (  ---  )     ---
         300   352   350   351   3009.72 (   1.09)     ---   (  ---  )     ---
         300   352   350   351   2963.14 (   1.11)     ---   (  ---  )     ---
         300   352   350   351   3009.72 (   1.09)     ---   (  ---  )     ---
         300   352   350   351   2971.44 (   1.11)     ---   (  ---  )     ---
         300   352   350   351   3034.24 (   1.08)     ---   (  ---  )     ---
         300   352   350   351   2993.38 (   1.10)     ---   (  ---  )     ---
         300   352   350   351   2862.83 (   1.15)     ---   (  ---  )     ---
         300   384   382   383   3175.34 (   1.29)     ---   (  ---  )     ---
         300   384   382   383   3163.07 (   1.30)     ---   (  ---  )     ---
         300   384   382   383   3165.40 (   1.29)     ---   (  ---  )     ---
         300   384   382   383   3112.64 (   1.32)     ---   (  ---  )     ---
         300   384   382   383   3103.08 (   1.32)     ---   (  ---  )     ---
         300   384   382   383   3180.63 (   1.29)     ---   (  ---  )     ---
         300   384   382   383   3122.26 (   1.31)     ---   (  ---  )     ---
         300   384   382   383   3075.86 (   1.33)     ---   (  ---  )     ---
         300   416   416   414   3250.22 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3250.22 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3243.93 (   1.60)     ---   (  ---  )     ---
         300   416   416   414   3215.68 (   1.62)     ---   (  ---  )     ---
         300   416   416   414   3198.21 (   1.62)     ---   (  ---  )     ---
         300   416   416   414   3235.74 (   1.61)     ---   (  ---  )     ---
         300   416   416   414   3213.78 (   1.62)     ---   (  ---  )     ---
         300   416   416   414   3140.12 (   1.65)     ---   (  ---  )     ---
         300   448   448   446   3409.35 (   1.90)     ---   (  ---  )     ---
         300   448   448   446   3383.85 (   1.91)     ---   (  ---  )     ---
         300   448   448   446   3380.48 (   1.91)     ---   (  ---  )     ---
         300   448   448   446   3335.19 (   1.94)     ---   (  ---  )     ---
         300   448   448   446   3340.53 (   1.94)     ---   (  ---  )     ---
         300   448   448   446   3414.50 (   1.89)     ---   (  ---  )     ---
         300   448   448   446   3343.82 (   1.94)     ---   (  ---  )     ---
         300   448   448   446   3289.51 (   1.97)     ---   (  ---  )     ---
         300   480   480   479   3539.63 (   2.25)     ---   (  ---  )     ---
         300   480   480   479   3487.21 (   2.29)     ---   (  ---  )     ---
         300   480   480   479   3527.31 (   2.26)     ---   (  ---  )     ---
         300   480   480   479   3456.92 (   2.31)     ---   (  ---  )     ---
         300   480   480   479   3473.44 (   2.30)     ---   (  ---  )     ---
         300   480   480   479   3473.44 (   2.30)     ---   (  ---  )     ---
         300   480   480   479   3522.85 (   2.26)     ---   (  ---  )     ---
         300   480   480   479   3443.75 (   2.31)     ---   (  ---  )     ---
         300   512   512   511   3684.83 (   2.94)     ---   (  ---  )     ---
         300   512   512   511   3645.18 (   2.97)     ---   (  ---  )     ---
         300   512   512   511   3591.81 (   3.01)     ---   (  ---  )     ---
         300   512   512   511   3654.86 (   2.96)     ---   (  ---  )     ---
         300   512   512   511   3619.31 (   2.99)     ---   (  ---  )     ---
         300   512   512   511   3606.08 (   3.00)     ---   (  ---  )     ---
         300   512   512   511   3669.64 (   2.95)     ---   (  ---  )     ---
         300   512   512   511   3537.51 (   3.06)     ---   (  ---  )     ---
START OF JOBSPEC
{"resources": [{"type": "node", "count": 1, "with": [{"type": "slot", "count": 8, "with": [{"type": "core", "count": 1}, {"type": "gpu", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["/opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched", "--ngpu", "1"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/opt/magma/magma-2.8.0/example", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 10485760, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task", "gpu-affinity": "per-task"}}, "constraints": {"hostlist": ["flux-sample-7"]}}, "user": {"study_id": "magma-16-vbatched-node-7-iter-1"}}, "version": 1}
START OF EVENTLOG
{"timestamp":1724804003.4477818,"name":"init"}
{"timestamp":1724804003.4488721,"name":"starting"}
{"timestamp":1724804003.4631271,"name":"shell.init","context":{"service":"0-shell-f5wvEjT2X","leader-rank":7,"size":1}}
{"timestamp":1724804003.4763203,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,1,8,1]]}}}
{"timestamp":1724804016.5406687,"name":"shell.task-exit","context":{"localid":1,"rank":1,"state":"Exited","pid":236,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1724804016.8836865,"name":"complete","context":{"status":0}}
{"timestamp":1724804016.8837066,"name":"done"}

