% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 792.28)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
         300    32    32    31      0.00 ( 791.04)     ---   (  ---  )     ---
% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12040, driver 12040. OpenMP threads 2. 
% device 0: Tesla V100-SXM2-32GB, 1530.0 MHz clock, 32501.1 MiB memory, capability 7.0
% Wed Aug 28 00:13:23 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm_vbatched [options] [-h|--help]

% If running lapack (option --lapack), MAGMA error is computed
% relative to CPU BLAS result.

% transA = No transpose, transB = No transpose
%              max   max   max
% BatchCount     M     N     K   MAGMA Gflop/s (ms)   CPU Gflop/s (ms)   MAGMA error
%===================================================================================
