Start time: 1725167195
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-1
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.71
1                       1.70
2                       1.74
4                       1.70
8                       1.70
16                      1.70
32                      1.75
64                      1.87
128                     1.90
256                     2.68
512                     2.77
1024                    2.95
2048                    3.39
4096                    4.42
8192                    5.68
16384                   7.76
32768                   9.84
65536                  12.84
131072                 18.74
262144                 35.27
524288                 68.67
1048576               141.60
2097152               274.70
4194304               556.98
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.94
4                      19.99
8                      39.42
16                     79.99
32                    158.68
64                    285.19
128                   573.98
256                  1036.15
512                  1936.03
1024                 3451.37
2048                 5509.42
4096                 7851.51
8192                 9706.49
16384               10210.86
32768               10758.81
65536               10975.17
131072              11160.76
262144              11082.54
524288               9812.59
1048576              9651.97
2097152             10144.53
4194304              9972.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.43
1                       1.41
2                       1.44
4                       1.44
8                       1.41
16                      1.42
32                      1.46
64                      1.58
128                     1.61
256                     2.40
512                     2.47
1024                    2.66
2048                    3.11
4096                    4.00
8192                    5.51
16384                   7.48
32768                   9.49
65536                  12.29
131072                 17.87
262144                 30.74
524288                 55.86
1048576               109.86
2097152               216.37
4194304               430.01
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.17
2                      10.35
4                      20.87
8                      41.56
16                     83.46
32                    166.72
64                    291.32
128                   598.77
256                  1074.05
512                  2094.02
1024                 3632.93
2048                 5545.07
4096                 7970.38
8192                 9811.46
16384               10280.41
32768               10888.94
65536               11126.68
131072              11271.11
262144              11106.32
524288               9552.53
1048576              9451.52
2097152              9204.24
4194304              9941.47
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-3
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.79
1                       1.78
2                       1.81
4                       1.78
8                       1.77
16                      1.78
32                      1.83
64                      1.94
128                     1.97
256                     2.75
512                     2.83
1024                    3.02
2048                    3.47
4096                    4.42
8192                    5.77
16384                   7.85
32768                   9.85
65536                  12.86
131072                 18.26
262144                 31.54
524288                 56.83
1048576               108.87
2097152               204.63
4194304               428.24
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.91
2                       9.71
4                      19.66
8                      39.38
16                     78.47
32                    157.34
64                    281.54
128                   570.46
256                  1034.52
512                  1967.53
1024                 3548.15
2048                 5486.35
4096                 7766.58
8192                 9725.19
16384               10165.30
32768               10774.81
65536               10920.13
131072              11067.59
262144              11181.41
524288              10133.88
1048576              9896.40
2097152             10252.93
4194304             10069.90
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-1 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.71
1                       1.71
2                       1.74
4                       1.71
8                       1.71
16                      1.71
32                      1.76
64                      1.87
128                     1.90
256                     2.69
