LAMMPS (17 Apr 2024 - Development - a8687b5)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 3.1803 3.1803 3.1803
Created orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  12 by 16 by 16 MPI processor grid
Created 128 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  create_atoms CPU = 0.165 seconds
SNAP Element = W, Radius 0.5, Weight 1
SNAP keyword rcutfac 4.87644
SNAP keyword twojmax 8
SNAP keyword rfac0 0.99363
SNAP keyword rmin0 0
SNAP keyword bzeroflag 1
SNAP keyword quadraticflag 0
Displacing atoms ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.87644
  ghost atom cutoff = 4.87644
  binsize = 2.43822, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair zbl, perpetual
      attributes: half, newton on, kokkos_device, cut 4.8
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
  (2) pair snap, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 2.489 | 2.606 | 5.231 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
      2050   1311.9852     -7.8795127      0             -7.7112502      287612.1     
      2100   1022.0317     -7.7377045      0             -7.6066287      322194.31    
      2150   1087.0994     -7.6326271      0             -7.4932063      351276.37    
      2200   1038.6496     -7.5145151      0             -7.3813079      383536.08    
      2250   1279.3848     -7.4849412      0             -7.3208597      389526.08    
      2300   1092.0981     -7.450773       0             -7.3107111      398473.16    
      2350   982.48032     -7.6163053      0             -7.4903019      356296.24    
      2400   1175.1095     -7.2616775      0             -7.1109693      450284.21    
      2450   1239.6704     -7.3707329      0             -7.2117448      423110.62    
      2500   1149.885      -7.2256913      0             -7.0782183      462307.79    
      2550   1498.1575     -6.927516       0             -6.7353769      540977.26    
      2600   1095.7996     -7.0288773      0             -6.8883407      517224.25    
      2650   1368.0405     -6.8139595      0             -6.6385079      582692.16    
      2700   1394.859      -6.5464888      0             -6.3675977      652233.26    
      2750   1613.7863     -6.3276334      0             -6.1206648      707073.36    
      2800   1571.019      -6.537612       0             -6.3361284      648496.16    
      2850   1913.5821     -6.360323       0             -6.1149055      696182.63    
      2900   2047.5427     -5.9002627      0             -5.6376647      812240.24    
      2950   1936.5358     -5.6543013      0             -5.40594        878474.19    
      3000   1724.5286     -5.5692733      0             -5.348102       899651.69    
      3050   1695.6653     -5.4968408      0             -5.2793712      919986.48    
      3100   1951.1152     -5.2270756      0             -4.9768445      986856.41    
      3150   2030.4843     -5.5075702      0             -5.2471599      923156.2     
      3200   1652.8568     -5.0007924      0             -4.788813       1046847.6    
      3250   1650.7438     -4.7982385      0             -4.5865302      1090387.6    
      3300   2046.6934     -4.8748901      0             -4.612401       1086995      
      3350   2316.2059     -4.4230707      0             -4.1260166      1201485.9    
      3400   2267.2933     -4.0496263      0             -3.7588453      1301651.5    
      3450   2229.1462     -4.2853961      0             -3.9995075      1244535      
      3500   2214.6134     -3.359577       0             -3.0755522      1482234.1    
      3550   2370.7712     -3.9081267      0             -3.6040745      1346570.7    
      3600   2305.2011     -4.1793808      0             -3.8837381      1278454.8    
      3650   2306.4351     -3.8685309      0             -3.5727299      1357319      
      3700   1956.9507     -4.0030431      0             -3.7520635      1323911      
      3750   2361.8879     -3.4158351      0             -3.1129223      1472993.9    
      3800   2547.8458     -2.8990179      0             -2.5722559      1606097.3    
      3850   3034.7162     -2.7899577      0             -2.4007544      1643079      
      3900   2554.1377     -2.9270229      0             -2.5994539      1598977.2    
      3950   2588.7956     -2.7256569      0             -2.3936431      1655097.2    
      4000   2574.2381     -2.7549999      0             -2.4248531      1649330      
      4050   2700.8629     -2.720355       0             -2.3739685      1649276.9    
      4100   3438.4784     -1.9865191      0             -1.5455332      1830978.4    
      4150   3970.8355     -1.8354733      0             -1.3262125      1891445.3    
      4200   3449.7964     -1.7736689      0             -1.3312314      1906595.9    
      4250   3046.0179     -1.5756483      0             -1.1849956      1958643.5    
      4300   2992.0914     -1.1341008      0             -0.75036417     2065194.2    
      4350   3941.6849     -1.4006626      0             -0.89514032     2003283.8    
      4400   2947.8467     -1.0240346      0             -0.64597236     2091220.5    
      4450   3885.2318      0.53877029     0              1.0370524      2490252.6    
      4500   2997.294      -0.65432278     0             -0.26991892     2210069.9    
      4550   3346.4166     -0.43709677     0             -0.0079178318   2253625.7    
      4600   3779.2898     -0.14061465     0              0.34408041     2326700.9    
      4650   3626.2075      0.075612713    0              0.54067491     2385525.6    
      4700   3959.4125     -0.070233405    0              0.43756243     2347112.8    
      4750   4103.6008      0.34306968     0              0.86935772     2445004.7    
      4800   3978.8474     -0.23031417     0              0.2799742      2312350      
      4850   4126.4409      0.7471744      0              1.2763917      2539390.7    
      4900   3069.8306     -0.19576464     0              0.19794206     2323018.6    
      4950   3586.5028     -0.40482027     0              0.055149786    2268770.8    
      5000   3128.8217      0.34615122     0              0.74742354     2433430.5    
      5050   3425.3834      0.52915666     0              0.96846311     2503667.6    
      5100   3114.1447      0.071010694    0              0.47040069     2387646.9    
      5150   4112.9573      0.36805228     0              0.89554028     2473751.9    
      5200   3519.6724      0.59294426     0              1.0443433      2520028.2    
      5250   3973.6762      0.41978122     0              0.92940638     2485437      
      5300   4578.6451      0.13535201     0              0.72256461     2424364.8    
      5350   4115.3094      1.4268032      0              1.9545928      2751255.6    
      5400   4582.8738      0.63726025     0              1.2250152      2546429      
      5450   4436.0615      1.1230352      0              1.6919614      2667704.7    
      5500   4467.142       1.3987526      0              1.9716649      2722132.7    
      5550   4364.4591      0.76832021     0              1.3280634      2571507.4    
      5600   4287.1476      0.21241758     0              0.76224555     2452623.2    
      5650   4216.3112      0.7632132      0              1.3039564      2578116.2    
      5700   3990.0619      0.9952456      0              1.5069722      2645452.4    
      5750   3984.7753      1.9739939      0              2.4850426      2874192      
      5800   3719.7143      0.828729       0              1.3057835      2592358.3    
      5850   3915.7627      2.2107308      0              2.7129285      2927592.4    
      5900   4115.3763      1.9524405      0              2.4802387      2878532.5    
      5950   3382.381       0.97782551     0              1.4116169      2630629.1    
      6000   4368.949       1.5361919      0              2.096511       2777707      
      6050   4037.9401      1.2212885      0              1.7391555      2687281.9    
      6100   4409.1262      1.9358386      0              2.5013104      2864394.2    
      6150   4500.3034      2.8894383      0              3.4666035      3111335.6    
      6200   3898.117       1.696762       0              2.1966967      2814676.4    
      6250   4151.4711      2.4960164      0              3.0284438      3023050.9    
      6300   4687.5812      2.2234477      0              2.8246314      2960840.9    
      6350   5510.0332      1.023052       0              1.7297154      2649200.9    
      6400   5517.9275      1.4895211      0              2.197197       2757473.8    
      6450   6616.4152      1.0128315      0              1.8613887      2676248      
      6500   5745.765       1.7715799      0              2.508476       2825051.7    
      6550   5961.0504      1.2724352      0              2.0369417      2723024.6    
      6600   4120.829       1.3712839      0              1.8997815      2733066.1    
      6650   4745.7677      2.0736912      0              2.6823374      2916106.3    
      6700   4504.5723      1.3404394      0              1.9181522      2741189.7    
      6750   4462.7093      1.6647482      0              2.237092       2810095.6    
      6800   3869.3618      1.7825479      0              2.2787947      2828631.6    
      6850   4985.2645      2.0175147      0              2.6568763      2916829.1    
      6900   4990.2477      1.7249802      0              2.364981       2833390.2    
      6950   4675.8899      1.860272       0              2.4599563      2859319      
      7000   5088.8253      3.3972159      0              4.0498593      3249263.7    
      7050   4933.1647      2.3406415      0              2.9733213      3006560      
      7100   5075.6611      2.9847468      0              3.6357019      3144844.8    
      7150   4972.6077      2.5421401      0              3.1798785      3038813.7    
      7200   5965.6579      3.3993443      0              4.1644417      3264894.4    
      7250   4395.0641      2.6180421      0              3.1817104      3048354.2    
      7300   4674.4916      2.0267805      0              2.6262855      2911693.3    
      7350   3972.4807      1.8424434      0              2.3519152      2858709.9    
      7400   4896.2426      2.5400891      0              3.1680336      3039195.6    
      7450   4077.58        2.1004977      0              2.6234486      2929011.8    
      7500   7038.6413      2.9666309      0              3.8693388      3164589.2    
      7550   4924.9262      3.2819999      0              3.9136232      3219569.9    
      7600   5923.0949      3.0852957      0              3.8449344      3191703.2    
      7650   5642.0499      3.2539741      0              3.9775687      3222863.9    
      7700   5816.3416      4.1905275      0              4.936475       3455965.5    
      7750   4709.3557      4.4379954      0              5.0419717      3510651.7    
      7800   4617.1374      2.8406813      0              3.4328306      3121710.8    
      7850   4255.0062      3.5790279      0              4.1247337      3290786.1    
      7900   4584.088       2.6370383      0              3.224949       3085606.4    
      7950   5912.4284      2.6952177      0              3.4534884      3095586.6    
      8000   4901.2519      2.8450135      0              3.4736005      3126516.5    
      8050   5469.5885      3.3139708      0              4.0154471      3253459.2    
      8100   7132.1042      2.9430282      0              3.8577227      3166082.7    
      8150   5733.0925      3.4334422      0              4.1687131      3270099.1    
      8200   4554.863       3.3339479      0              3.9181105      3246448.2    
      8250   6355.8739      3.8080455      0              4.6231882      3362716.4    
      8300   6124.6674      4.2082835      0              4.993774       3465462.6    
      8350   5626.0926      3.6503635      0              4.3719116      3321811.5    
      8400   6010.6223      4.1200084      0              4.8908725      3440009.4    
      8450   6163.5782      3.9117797      0              4.7022605      3394038.7    
      8500   5324.4658      3.8926453      0              4.5755097      3384817.2    
      8550   5610.7464      3.5491188      0              4.2686987      3308846.9    
      8600   7285.8841      4.0692797      0              5.0036965      3438361.3    
      8650   6830.3095      3.8969741      0              4.7729634      3395308.7    
      8700   8233.5371      4.2066142      0              5.2625679      3491822.5    
      8750   5619.7533      4.9884222      0              5.7091572      3672536.5    
      8800   6692.1827      3.6709589      0              4.5292334      3348217.8    
      8850   6452.215       4.3470401      0              5.1745386      3501918.6    
      8900   6308.8989      4.6184962      0              5.4276144      3577484.8    
      8950   5344.8008      4.476148       0              5.1616203      3529669.5    
      9000   5991.3949      4.1417092      0              4.9101074      3449523.2    
      9050   5474.6831      4.0183397      0              4.7204694      3424389.1    
      9100   4386.8502      4.1657645      0              4.7283793      3467901.5    
      9150   5178.8911      4.5047396      0              5.1689339      3562148.3    
      9200   5178.8643      4.311049       0              4.9752399      3510086.9    
      9250   4933.3891      4.2277773      0              4.860486       3475080.7    
      9300   6196.4393      4.5983305      0              5.3930257      3580493.5    
      9350   5737.2643      4.2101232      0              4.945929       3475422.8    
      9400   6147.9826      4.5496957      0              5.3381763      3556415      
      9450   5568.1752      4.6398094      0              5.3539295      3587897.1    
      9500   6004.8073      4.8814755      0              5.6515939      3653174.3    
      9550   6108.4871      4.557734       0              5.3411493      3570724.8    
      9600   6656.8854      4.5532217      0              5.4069693      3577797.2    
      9650   6618.3808      4.5080337      0              5.356843       3554820.3    
      9700   7656.9168      5.0230834      0              6.0050853      3706546.7    
      9750   8175.626       4.808104       0              5.8566305      3643902.8    
      9800   7748.7412      4.7320406      0              5.725819       3623287.9    
      9850   7306.3944      5.3267914      0              6.2638387      3776315.3    
      9900   6701.5215      4.6613952      0              5.5208674      3606313.4    
      9950   5373.9769      4.8669653      0              5.5561794      3636234.5    
     10000   7722.8854      4.9840475      0              5.9745099      3692347.8    
Loop time of 59.7439 on 3072 procs for 10000 steps with 128 atoms

Performance: 7.231 ns/day, 3.319 hours/ns, 167.381 timesteps/s, 21.425 katom-step/s
100.0% CPU use with 3072 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.054608   | 0.14615    | 2.148      |  83.1 |  0.24
Neigh   | 0.07693    | 0.089852   | 0.15214    |   3.3 |  0.15
Comm    | 38.414     | 42.793     | 50.314     |  37.3 | 71.63
Output  | 0.63388    | 0.88001    | 0.99888    |   7.1 |  1.47
Modify  | 0.051689   | 0.057836   | 0.074949   |   0.9 |  0.10
Other   |            | 15.78      |            |       | 26.41

Nlocal:      0.0416667 ave           1 max           0 min
Histogram: 2944 0 0 0 0 0 0 0 0 128
Nghost:        74.3962 ave          91 max          55 min
Histogram: 32 76 217 410 454 745 471 410 181 76
Neighs:        2.63509 ave          23 max           0 min
Histogram: 2423 0 7 85 141 196 162 47 10 1
FullNghs:      1.11589 ave          33 max           0 min
Histogram: 2944 0 0 0 0 0 4 58 57 9

Total # of neighbors = 9885
Ave neighs/atom = 77.226562
Neighbor list builds = 10000
Dangerous builds = 10000
Total wall time: 0:01:00
START OF JOBSPEC
{"resources": [{"type": "node", "count": 32, "with": [{"type": "slot", "count": 96, "with": [{"type": "core", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["lmp", "-k", "on", "-sf", "kk", "-pk", "kokkos", "newton", "on", "neigh", "half", "-in", "in.snap.test", "-var", "snapdir", "2J8_W.SNAP", "-v", "x", "512", "-v", "y", "512", "-v", "z", "512", "-var", "nsteps", "10000"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/code", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 10485760, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task"}}}, "user": {"study_id": "lammps-32-iter-1"}}, "version": 1}
START OF EVENTLOG
{"timestamp":1724213102.0518334,"name":"init"}
{"timestamp":1724213102.0525718,"name":"starting"}
{"timestamp":1724213102.0760417,"name":"shell.init","context":{"service":"0-shell-f2RVUqF99","leader-rank":0,"size":32}}
{"timestamp":1724213102.3783243,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,32,96,1]]}}}
{"timestamp":1724213173.7181768,"name":"shell.task-exit","context":{"localid":72,"rank":456,"state":"Exited","pid":596,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1724213174.0652843,"name":"complete","context":{"status":0}}
{"timestamp":1724213174.0653536,"name":"done"}

